C_l_hyaw	C_l_hrol	C_l_hpit	C_l_knee	C_l_apit	C_r_hyaw	C_r_hrol	C_r_hpit	C_r_knee	C_r_apit	P_l_hyaw	P_l_hrol	P_l_hpit	P_l_knee	P_l_apit	P_r_hyaw	P_r_hrol	P_r_hpit	P_r_knee	P_r_apit	V_l_hyaw	V_l_hrol	V_l_hpit	V_l_knee	V_l_apit	V_r_hyaw	V_r_hrol	V_r_hpit	V_r_knee	V_r_apit	T_l_hyaw	T_l_hrol	T_l_hpit	T_l_knee	T_l_apit	T_r_hyaw	T_r_hrol	T_r_hpit	T_r_knee	T_r_apit	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	x_acc	y_acc	z_acc	w_quat	x_quat	y_quat	z_quat	
0.376631	0.234903	-1.449984	0.926860	-1.504717	-0.440904	-0.188122	0.774838	-1.302647	1.373155	0.396390	0.273291	-1.391268	1.108970	-1.157256	-0.454409	-0.252718	0.857686	-1.251157	1.862983	0.046741	-0.314873	-2.594950	-4.186388	-7.808671	-1.243104	0.858758	-2.404365	-4.473229	-7.142156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092314	-0.243568	-2.320234	-0.029084	0.877855	1.031987	1.534430	2.086061	9.017079	1.000000	0.000000	0.000000	0.000000	
0.414437	0.264357	-1.385499	0.963879	-1.331178	-0.463993	-0.226508	0.825080	-1.251675	1.404674	0.401588	0.269941	-1.413184	1.052351	-1.258707	-0.468800	-0.242361	0.836260	-1.295521	1.763356	0.953854	-0.150135	-0.584031	-3.171959	-5.247597	-0.375564	0.503468	-0.634765	-0.949830	-7.327070	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.099825	-0.228849	-2.299301	-0.347188	0.850673	1.915537	5.381303	-1.264411	11.331921	1.000000	0.000000	0.000000	0.000000	
0.445567	0.288834	-1.343424	1.021609	-1.182647	-0.478471	-0.246226	0.868218	-1.224180	1.370025	0.415253	0.269287	-1.416549	1.013400	-1.313966	-0.474101	-0.236355	0.834640	-1.306745	1.675285	1.470301	0.019883	0.492959	-0.987205	-0.922578	-0.334175	0.074774	0.536740	0.124864	-5.318084	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108321	-0.209718	-2.270448	0.166013	1.487275	2.100068	4.701148	-4.343014	9.253833	1.000000	0.000000	0.000000	0.000000	
0.471145	0.307415	-1.326252	1.087940	-1.070091	-0.486797	-0.263968	0.917220	-1.192296	1.309816	0.430490	0.270311	-1.407286	1.004302	-1.307618	-0.480396	-0.235501	0.846264	-1.297188	1.596772	0.569276	0.159022	0.729774	0.354932	2.078294	-0.319567	-0.069294	0.999364	1.073335	-4.237798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105797	-0.183330	-2.245315	0.976465	1.738070	1.493304	2.357729	-4.843254	9.796447	1.000000	0.000000	0.000000	0.000000	
0.499939	0.310673	-1.303120	1.138660	-0.992814	-0.492881	-0.276758	0.953138	-1.184319	1.240903	0.435574	0.272414	-1.401435	1.014066	-1.276759	-0.482527	-0.236801	0.857555	-1.279016	1.552159	0.231409	0.208995	0.177666	1.787289	3.432250	-0.021488	-0.183738	1.649333	1.552042	-4.105342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.093005	-0.157475	-2.227729	1.126562	1.467327	1.114223	0.238934	1.444844	9.166191	1.000000	0.000000	0.000000	0.000000	
0.523993	0.305905	-1.294622	1.167340	-0.968479	-0.503444	-0.277991	0.981509	-1.181143	1.218267	0.436687	0.275372	-1.392317	1.046092	-1.221684	-0.477840	-0.239088	0.884192	-1.253014	1.480399	-0.203685	0.162811	0.914602	2.579596	4.084111	0.538744	-0.117247	1.955115	1.310273	-4.528301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.081707	-0.136966	-2.212357	0.668630	0.880903	1.075063	-0.433665	-0.740882	10.530396	1.000000	0.000000	0.000000	0.000000	
0.540201	0.298920	-1.291806	1.186944	-0.967789	-0.508104	-0.277576	1.004581	-1.166551	1.225257	0.437346	0.277207	-1.379903	1.077361	-1.167315	-0.471474	-0.239707	0.900933	-1.231722	1.425189	-0.006410	0.032566	1.047620	2.369188	3.720073	0.430755	-0.003582	1.183078	1.568756	-3.848243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074657	-0.125353	-2.197199	0.570557	0.376684	1.025567	1.598621	-2.192973	11.003172	1.000000	0.000000	0.000000	0.000000	
0.550417	0.291823	-1.288457	1.203279	-0.950493	-0.504870	-0.273755	1.026196	-1.147843	1.210098	0.437429	0.277752	-1.365206	1.108915	-1.120552	-0.461913	-0.240348	0.917150	-1.209289	1.362627	0.009828	-0.030477	1.155141	1.692096	2.926418	0.517666	-0.067824	1.203583	1.406164	-2.708920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.066331	-0.119927	-2.181950	0.773416	0.186534	1.046498	1.786888	-1.498473	10.034801	1.000000	0.000000	0.000000	0.000000	
0.557485	0.288644	-1.289251	1.215584	-0.920835	-0.493596	-0.269314	1.038398	-1.138463	1.140632	0.438948	0.277796	-1.351410	1.131365	-1.079332	-0.456027	-0.241389	0.935563	-1.189172	1.324887	0.269684	-0.014680	0.973964	1.617407	2.229388	0.170414	-0.099839	1.401054	1.313133	-2.277431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057006	-0.115467	-2.167611	0.616734	0.352944	0.846460	3.513445	0.317738	9.374557	1.000000	0.000000	0.000000	0.000000	
0.552926	0.290326	-1.287483	1.203670	-0.895172	-0.483589	-0.263200	1.049695	-1.142426	1.045388	0.444681	0.277918	-1.338861	1.153206	-1.040917	-0.453953	-0.242252	0.958584	-1.170487	1.289277	0.585310	0.014817	0.659227	1.274934	2.212030	0.048448	-0.053023	1.563876	0.979294	-2.722831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.050702	-0.107897	-2.155671	0.343919	0.711325	0.776837	3.531935	0.181167	9.642172	1.000000	0.000000	0.000000	0.000000	
0.543414	0.292758	-1.284761	1.186724	-0.886804	-0.477217	-0.257175	1.068366	-1.151013	0.972669	0.453606	0.278354	-1.329347	1.170394	-1.012514	-0.453441	-0.242860	0.983157	-1.159698	1.251402	0.770416	0.036378	0.474210	0.891723	2.147480	-0.019583	-0.035546	1.642971	0.527154	-3.821239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046626	-0.096516	-2.144512	0.324750	0.828435	0.757237	2.530525	-0.235927	10.334912	1.000000	0.000000	0.000000	0.000000	
0.537394	0.297284	-1.291981	1.184746	-0.901772	-0.473399	-0.249745	1.086358	-1.158908	0.952993	0.466902	0.279371	-1.322428	1.180811	-0.984636	-0.453581	-0.243305	1.000867	-1.154026	1.195433	0.705175	0.068778	0.323102	0.295061	1.896751	-0.022896	-0.011697	1.633433	0.084122	-4.032279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042527	-0.084571	-2.133615	0.318964	0.715343	0.757000	2.005241	0.018844	11.246587	1.000000	0.000000	0.000000	0.000000	
0.531734	0.295801	-1.301208	1.190250	-0.935830	-0.472433	-0.242381	1.107171	-1.166982	0.976124	0.477631	0.280640	-1.318258	1.184300	-0.959722	-0.453415	-0.243313	1.019627	-1.150929	1.141782	0.625369	0.131341	0.081165	0.130705	1.044635	0.004690	0.040706	1.496383	0.134039	-3.582283	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039185	-0.075068	-2.122433	0.187543	0.450394	0.782923	1.167239	0.722472	11.879010	1.000000	0.000000	0.000000	0.000000	
0.526127	0.291424	-1.313785	1.204920	-0.964347	-0.470498	-0.238769	1.127208	-1.176649	1.005724	0.485811	0.282316	-1.317448	1.185579	-0.945748	-0.452995	-0.242362	1.043275	-1.149631	1.098118	0.481293	0.110844	-0.037249	0.002602	0.264987	0.003959	0.084332	1.322155	0.083197	-2.493884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037687	-0.069561	-2.110932	0.112043	0.154519	0.744875	1.166858	-0.325949	12.137820	1.000000	0.000000	0.000000	0.000000	
0.523210	0.287258	-1.324647	1.221900	-0.977955	-0.469745	-0.241947	1.144545	-1.181559	1.024622	0.491712	0.283483	-1.318570	1.187435	-0.943656	-0.452668	-0.241234	1.062182	-1.149880	1.067890	0.285424	0.022716	-0.237530	0.241045	-0.291058	-0.031011	0.108469	1.297753	-0.099859	-1.341643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036396	-0.067882	-2.100633	0.176420	-0.016967	0.607155	1.480490	-0.994214	11.901490	1.000000	0.000000	0.000000	0.000000	
0.522703	0.279288	-1.333416	1.236964	-0.987343	-0.471938	-0.250396	1.160135	-1.184849	1.034765	0.494564	0.283878	-1.322212	1.191489	-0.947891	-0.452312	-0.239813	1.082926	-1.151336	1.051424	0.028542	-0.001218	-0.362247	0.383537	-0.587447	-0.037997	0.051559	1.337188	-0.139102	-0.538962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.033910	-0.068589	-2.092220	0.247350	-0.102906	0.476378	2.431845	-0.920365	11.685170	1.000000	0.000000	0.000000	0.000000	
0.522345	0.269931	-1.337174	1.235898	-1.003145	-0.478435	-0.258694	1.174865	-1.192196	1.042646	0.494941	0.283561	-1.326017	1.197898	-0.954215	-0.451974	-0.239222	1.101470	-1.154026	1.044762	-0.056470	-0.081547	-0.538732	0.481537	-0.543804	-0.021248	0.010972	1.243422	-0.268653	-0.256295	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030814	-0.070194	-2.085276	0.255140	-0.093197	0.432585	2.577697	-0.793428	11.168865	1.000000	0.000000	0.000000	0.000000	
0.523539	0.262746	-1.341892	1.234883	-1.014293	-0.485350	-0.265615	1.188950	-1.198345	1.049533	0.494677	0.282246	-1.336133	1.207129	-0.962822	-0.452343	-0.239241	1.119598	-1.159193	1.042897	-0.082419	-0.167515	-0.650600	0.484358	-0.769755	-0.078897	-0.032636	1.265452	-0.281609	0.026715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.027410	-0.071623	-2.078460	0.297887	-0.066242	0.466748	2.349314	-1.028217	10.683220	1.000000	0.000000	0.000000	0.000000	
0.525945	0.258254	-1.349522	1.234129	-1.025880	-0.491883	-0.271562	1.200199	-1.200279	1.065576	0.494188	0.279616	-1.346177	1.214597	-0.972080	-0.453459	-0.239585	1.138175	-1.163788	1.042984	0.016186	-0.212171	-0.776945	0.666101	-0.806309	-0.150965	-0.084688	1.169945	-0.422489	0.037568	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023067	-0.072825	-2.071038	0.370899	-0.086743	0.531340	1.586982	-0.465720	10.677326	1.000000	0.000000	0.000000	0.000000	
0.527805	0.256650	-1.357637	1.229848	-1.040060	-0.498980	-0.275069	1.212082	-1.202958	1.097333	0.493775	0.276263	-1.355723	1.224936	-0.984449	-0.455984	-0.240550	1.154807	-1.169481	1.045304	0.012087	-0.227105	-0.737235	0.544690	-0.813454	-0.290777	-0.122464	1.087112	-0.244648	0.377147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018318	-0.074676	-2.062507	0.331879	-0.177443	0.601269	1.353173	0.333112	10.571313	1.000000	0.000000	0.000000	0.000000	
0.527853	0.255081	-1.365142	1.225456	-1.056031	-0.505051	-0.276328	1.225437	-1.204194	1.156621	0.493741	0.273160	-1.367253	1.232504	-0.994896	-0.459518	-0.241744	1.169620	-1.173068	1.051657	0.046574	-0.205335	-0.778629	0.270826	-0.800210	-0.385020	-0.102977	0.946223	-0.279208	0.767048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014738	-0.077755	-2.053437	0.204101	-0.254158	0.600650	1.091488	0.407194	10.201238	1.000000	0.000000	0.000000	0.000000	
0.524520	0.254633	-1.369857	1.224355	-1.078399	-0.511008	-0.275928	1.240379	-1.201835	1.240446	0.493855	0.270254	-1.378525	1.236611	-1.007236	-0.466041	-0.243139	1.180992	-1.176669	1.069527	0.057002	-0.214790	-0.740893	0.065469	-0.941960	-0.397934	-0.106844	0.984479	-0.195423	1.549330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012873	-0.082040	-2.044811	0.103955	-0.341081	0.523509	1.063271	0.348286	10.037961	1.000000	0.000000	0.000000	0.000000	
0.517646	0.248245	-1.365929	1.228481	-1.092081	-0.513692	-0.278955	1.262693	-1.196197	1.345754	0.493878	0.267516	-1.387734	1.238281	-1.020997	-0.472289	-0.244726	1.196692	-1.178891	1.092852	-0.011748	-0.170370	-0.635920	-0.003922	-1.144575	-0.482977	-0.124679	0.956898	-0.113762	2.363871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.012270	-0.087595	-2.037627	0.013864	-0.416343	0.408582	1.179872	0.536638	9.707254	1.000000	0.000000	0.000000	0.000000	
0.505695	0.241455	-1.361804	1.235151	-1.120256	-0.507447	-0.285775	1.276599	-1.197291	1.422952	0.493834	0.264650	-1.395053	1.238906	-1.035333	-0.478555	-0.246772	1.213160	-1.180475	1.129699	0.009294	-0.182213	-0.360211	0.058932	-1.095044	-0.390282	-0.157869	1.132111	-0.018356	3.579455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013156	-0.094058	-2.032054	-0.106898	-0.459180	0.289349	1.310008	0.341220	9.410572	1.000000	0.000000	0.000000	0.000000	
0.488268	0.246099	-1.376681	1.224093	-1.218598	-0.491137	-0.276549	1.261068	-1.219642	1.425474	0.493535	0.261823	-1.398044	1.240606	-1.048790	-0.484389	-0.248870	1.229225	-1.180767	1.181125	-0.065374	-0.224110	-0.133731	0.093134	-1.090091	-0.335647	-0.186779	1.132184	-0.120483	4.416389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.015580	-0.100895	-2.028370	-0.207666	-0.452385	0.145809	1.193148	-0.110005	9.275103	1.000000	0.000000	0.000000	0.000000	
0.464379	0.250120	-1.427851	1.178690	-1.389187	-0.470374	-0.236719	1.176116	-1.290523	1.305437	0.492481	0.259109	-1.399926	1.241576	-1.077339	-0.489239	-0.250864	1.242737	-1.183370	1.242567	-0.163571	-0.165486	-0.400722	-0.119803	-2.506387	-0.235963	-0.064043	0.531974	-0.521535	3.351993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018932	-0.107907	-2.026891	-0.250356	-0.489367	-0.008657	0.980003	-0.267179	9.407372	1.000000	0.000000	0.000000	0.000000	
0.435603	0.247950	-1.508982	1.090093	-1.582259	-0.456450	-0.170101	1.021689	-1.416607	1.105345	0.489096	0.257322	-1.408203	1.236899	-1.123930	-0.490887	-0.251086	1.242992	-1.196735	1.281003	-0.354851	-0.075872	-1.097431	-0.943712	-4.417260	-0.037555	0.173893	-0.836659	-1.954003	1.396048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022632	-0.115599	-2.027338	-0.273154	-0.561133	-0.103087	0.244995	-0.186736	9.699322	1.000000	0.000000	0.000000	0.000000	
0.419116	0.251155	-1.547303	1.018640	-1.641546	-0.456367	-0.130939	0.925862	-1.488922	0.939297	0.482409	0.255810	-1.428324	1.217788	-1.201612	-0.492550	-0.245249	1.215102	-1.245015	1.275144	-0.534503	-0.066911	-2.426859	-2.010180	-6.583479	-0.111934	0.708337	-3.775697	-3.992121	-2.983617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026435	-0.125028	-2.028378	-0.272454	-0.809787	-0.028261	0.081385	1.127603	9.482556	1.000000	0.000000	0.000000	0.000000	
0.431681	0.260882	-1.515514	1.008740	-1.505672	-0.476793	-0.162756	0.962829	-1.422754	1.050094	0.474335	0.254853	-1.449578	1.187164	-1.283790	-0.495912	-0.233653	1.168108	-1.301999	1.241209	-0.538509	-0.055546	-1.628070	-2.954338	-7.030417	-0.262447	1.033972	-4.572108	-4.974121	-4.730196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030888	-0.138311	-2.026408	-0.282000	-1.245626	0.274476	-1.342287	1.639429	9.484018	1.000000	0.000000	0.000000	0.000000	
0.449275	0.295151	-1.488974	0.988473	-1.330375	-0.516013	-0.187778	1.029181	-1.322818	1.240511	0.467195	0.254944	-1.479517	1.137491	-1.360761	-0.499613	-0.222820	1.117997	-1.350910	1.176770	-0.371407	0.039811	-0.839796	-2.071657	-3.309798	-0.043693	0.564029	-2.851099	-2.189884	-2.483048	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036480	-0.159165	-2.019111	-0.360100	-1.830960	0.689734	-0.416275	1.591301	9.119530	1.000000	0.000000	0.000000	0.000000	
0.464811	0.315822	-1.455024	1.041649	-1.162190	-0.565422	-0.230601	1.132539	-1.215832	1.451653	0.464337	0.256812	-1.490715	1.113501	-1.388878	-0.500378	-0.214474	1.080349	-1.370385	1.152904	-0.089485	0.337823	-0.059552	-2.046202	0.569345	-0.185830	0.263454	-1.136580	0.109037	1.109162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044701	-0.186703	-2.006189	-0.457342	-1.954741	0.880061	2.690727	0.638896	7.948329	1.000000	0.000000	0.000000	0.000000	
0.471759	0.288343	-1.406944	1.137855	-1.036328	-0.564391	-0.279174	1.263411	-1.125017	1.667549	0.464928	0.262065	-1.492906	1.085366	-1.364694	-0.503632	-0.212263	1.075970	-1.352179	1.184990	0.057354	0.400194	0.098734	-0.375612	3.431409	-0.378015	-0.030652	0.458642	2.575784	4.389206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.054906	-0.212890	-1.992947	-0.563200	-1.519157	0.594032	2.636298	-2.154632	6.696290	1.000000	0.000000	0.000000	0.000000	
0.471813	0.267756	-1.357855	1.237162	-1.057049	-0.508934	-0.331596	1.372798	-1.071031	1.883701	0.467131	0.266371	-1.491478	1.080442	-1.315025	-0.511578	-0.213195	1.088931	-1.299877	1.246490	0.256989	0.134239	0.753165	0.213692	5.169303	-0.644998	-0.249666	3.029500	4.455606	7.212298	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064976	-0.233287	-1.986265	-0.556314	-1.076792	-0.083984	3.024715	-4.439107	6.714968	1.000000	0.000000	0.000000	0.000000	
0.449303	0.271061	-1.342320	1.265427	-1.219269	-0.455032	-0.347097	1.391798	-1.084565	2.071917	0.468298	0.267321	-1.472000	1.105654	-1.260405	-0.512391	-0.221774	1.133060	-1.236369	1.385120	-0.183679	-0.071490	2.416860	2.656042	2.708420	0.287953	-0.876437	4.375351	4.399314	9.591876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069123	-0.249608	-1.991340	0.250001	-0.949667	-1.070610	4.054586	-10.861631	9.762888	1.000000	0.000000	0.000000	0.000000	
0.415856	0.284248	-1.418958	1.155807	-1.428029	-0.430190	-0.309868	1.219860	-1.237759	1.892823	0.463734	0.266655	-1.438151	1.146877	-1.231524	-0.500316	-0.233062	1.184440	-1.185088	1.504352	-0.566240	-0.083921	2.286611	2.073234	0.445324	1.107092	-0.956562	4.782128	3.378202	10.283487	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057392	-0.262880	-2.011080	0.854745	-0.451320	-1.698681	2.050669	-5.203934	7.460871	1.000000	0.000000	0.000000	0.000000	
0.375654	0.271525	-1.589766	0.969277	-1.649721	-0.455373	-0.209085	0.997641	-1.456935	1.668046	0.454872	0.265924	-1.417786	1.170582	-1.244650	-0.484064	-0.245328	1.224208	-1.164290	1.628089	-0.813874	0.062564	-0.092385	0.025862	-3.005407	0.791188	-0.562104	0.652694	-0.900999	5.631175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039333	-0.268370	-2.037900	0.721796	-0.037036	-1.893094	1.507702	-0.402559	6.339552	1.000000	0.000000	0.000000	0.000000	
0.349977	0.265703	-1.771743	0.800022	-1.867213	-0.509042	-0.084953	0.773557	-1.678183	1.442903	0.443673	0.266723	-1.432325	1.152883	-1.297584	-0.477687	-0.248347	1.219293	-1.193185	1.684655	-0.964265	0.029521	-4.224715	-3.954657	-6.128228	-0.353596	0.370688	-3.731451	-4.644071	0.479366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023304	-0.268547	-2.066626	0.509437	0.121208	-1.718837	0.035892	-1.098637	8.755433	1.000000	0.000000	0.000000	0.000000	
0.329183	0.260867	-1.837361	0.814226	-1.850981	-0.495866	-0.039567	0.578168	-1.781372	1.218553	0.427693	0.266818	-1.502384	1.093243	-1.415816	-0.491873	-0.237124	1.164706	-1.289356	1.672874	-1.038627	-0.030781	-6.693341	-5.877679	-8.230691	-1.884865	1.352660	-6.832456	-9.349012	-3.884880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008750	-0.267780	-2.088854	0.642448	-0.094666	-1.020679	-1.308638	0.828303	7.943265	1.000000	0.000000	0.000000	0.000000	
0.328825	0.254631	-1.741984	0.889520	-1.639945	-0.493850	-0.123659	0.608680	-1.617795	1.125657	0.415942	0.267394	-1.569588	1.014503	-1.498011	-0.513733	-0.217739	1.049802	-1.404724	1.627139	-0.822727	0.088816	-5.289608	-5.459295	-6.664714	-1.744863	1.512508	-9.197949	-8.123545	-5.811377	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003338	-0.272577	-2.100429	0.700267	-0.813507	-0.237353	-0.378911	4.590493	12.530580	1.000000	0.000000	0.000000	0.000000	
0.366607	0.291006	-1.643581	0.853715	-1.420276	-0.533019	-0.196968	0.707058	-1.434557	1.322778	0.410878	0.268786	-1.625535	0.956685	-1.584048	-0.530077	-0.201341	0.933038	-1.527252	1.528668	-0.005501	0.054247	-2.200495	-3.117789	-2.076283	-0.369906	0.608393	-6.370601	-4.113547	-6.698464	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013289	-0.284707	-2.098613	0.643987	-0.880724	0.773366	2.929033	3.421531	9.910053	1.000000	0.000000	0.000000	0.000000	
0.412152	0.308780	-1.576793	0.895350	-1.203267	-0.584940	-0.243216	0.822488	-1.268062	1.531050	0.411271	0.271471	-1.649883	0.927625	-1.598784	-0.537683	-0.194305	0.862211	-1.573496	1.461209	0.104139	0.302043	-0.289842	-1.445910	2.514285	-0.417361	-0.058971	-2.193436	-1.273294	-1.001361	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018257	-0.296783	-2.085268	0.533670	-0.837518	0.912329	0.346692	1.638255	10.156649	1.000000	0.000000	0.000000	0.000000	
0.454166	0.281411	-1.465165	1.026411	-0.994798	-0.614974	-0.334871	0.980289	-1.152402	1.754039	0.415711	0.276588	-1.644114	0.903250	-1.555300	-0.553672	-0.196638	0.845453	-1.566289	1.456054	0.324481	0.388473	1.485516	-0.723870	3.308347	-1.772594	-0.593319	0.674002	3.543764	1.522543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024023	-0.309755	-2.075933	0.360616	-1.074632	0.230830	2.113934	5.240777	16.020391	1.000000	0.000000	0.000000	0.000000	
0.462706	0.209142	-1.309641	1.108076	-0.833974	-0.572045	-0.437850	1.166753	-1.105826	1.978725	0.420767	0.280528	-1.614389	0.923675	-1.519364	-0.577880	-0.207186	0.848475	-1.525396	1.474918	0.524486	0.117946	3.980168	2.932187	4.623083	-1.136908	-1.308620	0.719962	5.309655	3.980381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026720	-0.329618	-2.077973	-0.077825	-1.964442	-0.465735	0.291004	-5.121861	23.061792	1.000000	0.000000	0.000000	0.000000	
0.468505	0.165638	-1.166758	1.198499	-0.913401	-0.488387	-0.510367	1.345657	-1.018913	2.204240	0.433435	0.278473	-1.537391	0.963286	-1.410251	-0.586623	-0.227753	0.907433	-1.419871	1.528370	1.211007	-0.486060	5.796479	3.706080	8.296534	-0.110201	-2.028059	5.655408	7.245019	6.941100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030355	-0.363662	-2.085257	0.101280	-2.864520	-0.345565	1.178879	-1.685150	16.210819	1.000000	0.000000	0.000000	0.000000	
0.455136	0.189997	-1.097361	1.263134	-1.079714	-0.423565	-0.538128	1.451248	-1.005278	2.425527	0.448885	0.269967	-1.473742	1.014829	-1.299443	-0.578315	-0.259226	0.978719	-1.326792	1.638127	1.220335	-0.931483	6.944738	3.884668	6.842290	1.520929	-2.347767	6.445572	8.028303	9.016884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036113	-0.405665	-2.094265	0.329267	-2.745191	-0.791178	9.905009	-0.679449	9.761832	1.000000	0.000000	0.000000	0.000000	
0.408428	0.271400	-1.199283	1.158059	-1.294252	-0.391436	-0.449991	1.299927	-1.182677	2.263534	0.459584	0.259760	-1.370064	1.071981	-1.215631	-0.549730	-0.289835	1.067567	-1.202397	1.791473	0.415163	-0.686386	4.958805	4.558578	2.966449	2.978695	-2.180829	6.985220	7.087659	9.835148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047692	-0.441034	-2.114993	0.113367	-1.633458	-1.677050	10.538390	1.715940	4.260364	1.000000	0.000000	0.000000	0.000000	
0.335668	0.284884	-1.402534	0.953329	-1.519027	-0.401774	-0.300908	1.075724	-1.406341	2.038702	0.458525	0.252129	-1.321218	1.127904	-1.184837	-0.504052	-0.317040	1.135718	-1.134746	1.914011	-0.757610	-0.005825	1.752148	1.809835	-0.212842	3.033742	-1.187038	2.739957	1.043771	6.109785	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.063588	-0.460381	-2.148033	-0.106018	-0.794873	-2.466673	3.999704	-1.420313	2.791856	1.000000	0.000000	0.000000	0.000000	
